,index,Mon,date,year,r1
2979,4959,7,3,2016,24
2980,1485,7,4,2016,77
2981,4958,7,4,2016,77
2982,1484,7,5,2016,70
2983,4957,7,5,2016,70
2984,1483,7,6,2016,25
2985,4956,7,6,2016,25
2986,1482,7,7,2016,78
2987,4955,7,7,2016,78
2988,1481,7,8,2016,9
2989,4954,7,8,2016,9
2990,1480,7,9,2016,87
2991,4953,7,9,2016,87
2992,1479,7,10,2016,48
2993,4952,7,10,2016,48
2994,1478,7,11,2016,6
2995,4951,7,11,2016,6
2996,1477,7,12,2016,88
2997,4950,7,12,2016,88
2998,1476,7,13,2016,64
2999,4949,7,13,2016,64
3000,1475,7,14,2016,90
3001,4948,7,14,2016,90
3002,1474,7,15,2016,94
3003,4947,7,15,2016,94
3004,1473,7,16,2016,78
3005,4946,7,16,2016,78
3006,1472,7,17,2016,77
3007,4945,7,17,2016,77
3008,1471,7,18,2016,82
3009,4944,7,18,2016,82
3010,1470,7,19,2016,44
3011,4943,7,19,2016,44
3012,1469,7,20,2016,5
3013,4942,7,20,2016,5
3014,1468,7,21,2016,33
3015,4941,7,21,2016,33
3016,1467,7,22,2016,72
3017,4940,7,22,2016,72
3018,1466,7,23,2016,52
3019,4939,7,23,2016,52
3020,1465,7,24,2016,6
3021,4938,7,24,2016,6
3022,1464,7,25,2016,57
3023,4937,7,25,2016,57
3024,1463,7,26,2016,79
3025,4936,7,26,2016,79
3026,1462,7,27,2016,1
3027,4935,7,27,2016,1
3028,1461,7,28,2016,66
3029,4934,7,28,2016,66
3030,1460,7,29,2016,20
3031,4933,7,29,2016,20
3032,1459,7,30,2016,11
3033,4932,7,30,2016,11
3034,1458,7,31,2016,22
3035,4931,7,31,2016,22
3036,1457,8,1,2016,43
3037,4930,8,1,2016,43
3038,1456,8,2,2016,80
3039,4929,8,2,2016,80
3040,1455,8,3,2016,21
3041,4928,8,3,2016,21
3042,1454,8,4,2016,71
3043,4927,8,4,2016,71
3044,1453,8,5,2016,99
3045,4926,8,5,2016,99
3046,1452,8,6,2016,14
3047,4925,8,6,2016,14
3048,1451,8,7,2016,34
3049,4924,8,7,2016,34
3050,1450,8,8,2016,39
3051,4923,8,8,2016,39
3052,1449,8,9,2016,9
3053,4922,8,9,2016,9
3054,1448,8,10,2016,97
3055,4921,8,10,2016,97
3056,1447,8,11,2016,86
3057,4920,8,11,2016,86
3058,1446,8,12,2016,57
3059,4919,8,12,2016,57
3060,1445,8,13,2016,57
3061,4918,8,13,2016,57
3062,1444,8,14,2016,89
3063,4917,8,14,2016,89
3064,1443,8,15,2016,19
3065,4916,8,15,2016,19
3066,1442,8,16,2016,84
3067,4915,8,16,2016,84
3068,1441,8,17,2016,28
3069,4914,8,17,2016,28
3070,1440,8,18,2016,22
3071,4913,8,18,2016,22
3072,1439,8,19,2016,82
3073,4912,8,19,2016,82
3074,1438,8,20,2016,52
3075,4911,8,20,2016,52
3076,1437,8,21,2016,22
3077,4910,8,21,2016,22
3078,1436,8,22,2016,29
3079,4909,8,22,2016,29
3080,1435,8,23,2016,86
3081,4908,8,23,2016,86
3082,1434,8,24,2016,14
3083,4907,8,24,2016,14
3084,1433,8,25,2016,19
3085,4906,8,25,2016,19
3086,1432,8,26,2016,45
3087,4905,8,26,2016,45
3088,1431,8,27,2016,52
3089,4904,8,27,2016,52
3090,1430,8,28,2016,35
3091,4903,8,28,2016,35
3092,1429,8,29,2016,94
3093,4902,8,29,2016,94
3094,1428,8,30,2016,75
3095,4901,8,30,2016,75
3096,1427,8,31,2016,12
3097,4900,8,31,2016,12
3098,1426,9,1,2016,63
3099,4899,9,1,2016,63
3100,1425,9,2,2016,50
3101,4898,9,2,2016,50
3102,1424,9,3,2016,92
3103,4897,9,3,2016,92
3104,1423,9,4,2016,50
3105,4896,9,4,2016,50
3106,1422,9,5,2016,21
3107,4895,9,5,2016,21
3108,1421,9,6,2016,26
3109,4894,9,6,2016,26
3110,1420,9,7,2016,24
3111,4893,9,7,2016,24
3112,1419,9,8,2016,91
3113,4892,9,8,2016,91
3114,1418,9,9,2016,6
3115,4891,9,9,2016,6
3116,1417,9,10,2016,91
3117,4890,9,10,2016,91
3118,1416,9,11,2016,5
3119,4889,9,11,2016,5
3120,1415,9,12,2016,91
3121,4888,9,12,2016,91
3122,1414,9,13,2016,20
3123,4887,9,13,2016,20
3124,1413,9,14,2016,85
3125,4886,9,14,2016,85
3126,1412,9,15,2016,79
3127,4885,9,15,2016,79
3128,1411,9,16,2016,87
3129,4884,9,16,2016,87
3130,1410,9,17,2016,15
3131,4883,9,17,2016,15
3132,1409,9,18,2016,0
3133,4882,9,18,2016,0
3134,1408,9,19,2016,23
3135,4881,9,19,2016,23
3136,1407,9,20,2016,35
3137,4880,9,20,2016,35
3138,1406,9,21,2016,33
3139,4879,9,21,2016,33
3140,1405,9,22,2016,16
3141,4878,9,22,2016,16
3142,1404,9,23,2016,86
3143,4877,9,23,2016,86
3144,1403,9,24,2016,42
3145,4876,9,24,2016,42
3146,1402,9,25,2016,94
3147,4875,9,25,2016,94
3148,1401,9,26,2016,89
3149,4874,9,26,2016,89
3150,1400,9,27,2016,15
3151,4873,9,27,2016,15
3152,1399,9,28,2016,51
3153,4872,9,28,2016,51
3154,1398,9,29,2016,24
3155,4871,9,29,2016,24
3156,1397,9,30,2016,10
3157,4870,9,30,2016,10
3158,1396,10,1,2016,51
3159,4869,10,1,2016,51
3160,1395,10,2,2016,62
3161,4868,10,2,2016,62
3162,1394,10,3,2016,11
3163,4867,10,3,2016,11
3164,1393,10,4,2016,54
3165,4866,10,4,2016,54
3166,1392,10,5,2016,75
3167,4865,10,5,2016,75
3168,1391,10,6,2016,21
3169,4864,10,6,2016,21
3170,1390,10,7,2016,91
3171,4863,10,7,2016,91
3172,1389,10,8,2016,94
3173,4862,10,8,2016,94
3174,1388,10,9,2016,81
3175,4861,10,9,2016,81
3176,1387,10,10,2016,36
3177,4860,10,10,2016,36
3178,1386,10,11,2016,53
3179,4859,10,11,2016,53
3180,1385,10,12,2016,10
3181,4858,10,12,2016,10
3182,1384,10,13,2016,90
3183,4857,10,13,2016,90
3184,1383,10,14,2016,84
3185,4856,10,14,2016,84
3186,1382,10,15,2016,75
3187,4855,10,15,2016,75
3188,1381,10,16,2016,12
3189,4854,10,16,2016,12
3190,1380,10,17,2016,72
3191,4853,10,17,2016,72
3192,1379,10,18,2016,68
3193,4852,10,18,2016,68
3194,1378,10,19,2016,92
3195,4851,10,19,2016,92
3196,1377,10,20,2016,97
3197,4850,10,20,2016,97
3198,1376,10,21,2016,51
3199,4849,10,21,2016,51
3200,1375,10,22,2016,42
3201,4848,10,22,2016,42
3202,1374,10,23,2016,25
3203,4847,10,23,2016,25
3204,1373,10,24,2016,56
3205,4846,10,24,2016,56
3206,1372,10,25,2016,31
3207,4845,10,25,2016,31
3208,1371,10,26,2016,52
3209,4844,10,26,2016,52
3210,1370,10,27,2016,44
3211,4843,10,27,2016,44
3212,1369,10,28,2016,81
3213,4842,10,28,2016,81
3214,1368,10,29,2016,1
3215,4841,10,29,2016,1
3216,1367,10,30,2016,16
3217,4840,10,30,2016,16
3218,1366,10,31,2016,62
3219,4839,10,31,2016,62
3220,1365,11,1,2016,41
3221,4838,11,1,2016,41
3222,1364,11,2,2016,97
3223,4837,11,2,2016,97
3224,1363,11,3,2016,9
3225,4836,11,3,2016,9
3226,1362,11,4,2016,11
3227,4835,11,4,2016,11
3228,1361,11,5,2016,89
3229,4834,11,5,2016,89
3230,1360,11,6,2016,87
3231,4833,11,6,2016,87
3232,1359,11,7,2016,45
3233,4832,11,7,2016,45
3234,1358,11,8,2016,44
3235,4831,11,8,2016,44
3236,1357,11,9,2016,34
3237,4830,11,9,2016,34
3238,1356,11,10,2016,45
3239,4829,11,10,2016,45
3240,1355,11,11,2016,7
3241,4828,11,11,2016,7
3242,1354,11,12,2016,87
3243,4827,11,12,2016,87
3244,1353,11,13,2016,54
3245,4826,11,13,2016,54
3246,1352,11,14,2016,96
3247,4825,11,14,2016,96
3248,1351,11,15,2016,8
3249,4824,11,15,2016,8
3250,1350,11,16,2016,73
3251,4823,11,16,2016,73
3252,1349,11,17,2016,61
3253,4822,11,17,2016,61
3254,1348,11,18,2016,52
3255,4821,11,18,2016,52
3256,1347,11,19,2016,34
3257,4820,11,19,2016,34
3258,1346,11,20,2016,7
3259,4819,11,20,2016,7
3260,1345,11,21,2016,34
3261,4818,11,21,2016,34
3262,1344,11,22,2016,62
3263,4817,11,22,2016,62
3264,1343,11,23,2016,98
3265,4816,11,23,2016,98
3266,1342,11,24,2016,69
3267,4815,11,24,2016,69
3268,1341,11,25,2016,45
3269,4814,11,25,2016,45
3270,1340,11,26,2016,57
3271,4813,11,26,2016,57
3272,1339,11,27,2016,68
3273,4812,11,27,2016,68
3274,1338,11,28,2016,96
3275,4811,11,28,2016,96
3276,1337,11,29,2016,9
3277,4810,11,29,2016,9
3278,1336,11,30,2016,96
3279,4809,11,30,2016,96
3280,1335,12,1,2016,82
3281,4808,12,1,2016,82
3282,1334,12,2,2016,43
3283,4807,12,2,2016,43
3284,1333,12,3,2016,68
3285,4806,12,3,2016,68
3286,1332,12,4,2016,14
3287,4805,12,4,2016,14
3288,1331,12,5,2016,57
3289,4804,12,5,2016,57
3290,1330,12,6,2016,98
3291,4803,12,6,2016,98
3292,1329,12,7,2016,0
3293,4802,12,7,2016,0
3294,1328,12,8,2016,11
3295,4801,12,8,2016,11
3296,1327,12,9,2016,40
3297,4800,12,9,2016,40
3298,1326,12,10,2016,16
3299,4799,12,10,2016,16
3300,1325,12,11,2016,63
3301,4798,12,11,2016,63
3302,1324,12,12,2016,67
3303,4797,12,12,2016,67
3304,1323,12,13,2016,48
3305,4796,12,13,2016,48
3306,1322,12,14,2016,86
3307,4795,12,14,2016,86
3308,1321,12,15,2016,35
3309,4794,12,15,2016,35
3310,1320,12,16,2016,29
3311,4793,12,16,2016,29
3312,1319,12,17,2016,15
3313,4792,12,17,2016,15
3314,1318,12,18,2016,62
3315,4791,12,18,2016,62
3316,1317,12,19,2016,82
3317,4790,12,19,2016,82
3318,1316,12,20,2016,52
3319,4789,12,20,2016,52
3320,1315,12,21,2016,2
3321,4788,12,21,2016,2
3322,1314,12,22,2016,91
3323,4787,12,22,2016,91
3324,1313,12,23,2016,43
3325,4786,12,23,2016,43
3326,1312,12,24,2016,60
3327,4785,12,24,2016,60
3328,1311,12,25,2016,44
3329,4784,12,25,2016,44
3330,1310,12,26,2016,79
3331,4783,12,26,2016,79
3332,1309,12,27,2016,66
3333,4782,12,27,2016,66
3334,1308,12,28,2016,34
3335,4781,12,28,2016,34
3336,1307,12,29,2016,47
3337,4780,12,29,2016,47
3338,1306,12,30,2016,72
3339,4779,12,30,2016,72
3340,1305,12,31,2016,87
3341,4778,12,31,2016,87
3342,2035,1,1,2017,5
3343,5508,1,1,2017,5
3344,2034,1,2,2017,62
3345,5507,1,2,2017,62
3346,2033,1,3,2017,96
3347,5506,1,3,2017,96
3348,2032,1,4,2017,84
3349,5505,1,4,2017,84
3350,2031,1,5,2017,61
3351,5504,1,5,2017,61
3352,2030,1,6,2017,19
3353,5503,1,6,2017,19
3354,2029,1,7,2017,14
3355,5502,1,7,2017,14
3356,2028,1,8,2017,88
3357,5501,1,8,2017,88
3358,2027,1,9,2017,38
3359,5500,1,9,2017,38
3360,2026,1,10,2017,62
3361,5499,1,10,2017,62
3362,2025,1,11,2017,16
3363,5498,1,11,2017,16
3364,2024,1,12,2017,31
3365,5497,1,12,2017,31
3366,2023,1,13,2017,38
3367,5496,1,13,2017,38
3368,2022,1,14,2017,78
3369,5495,1,14,2017,78
3370,2021,1,15,2017,94
3371,5494,1,15,2017,94
3372,2020,1,16,2017,23
3373,5493,1,16,2017,23
3374,2019,1,17,2017,99
3375,5492,1,17,2017,99
3376,2018,1,18,2017,26
3377,5491,1,18,2017,26
3378,2017,1,19,2017,14
3379,5490,1,19,2017,14
3380,2016,1,20,2017,80
3381,5489,1,20,2017,80
3382,2015,1,21,2017,66
3383,5488,1,21,2017,66
3384,2014,1,22,2017,75
3385,5487,1,22,2017,75
3386,2013,1,23,2017,59
3387,5486,1,23,2017,59
3388,2012,1,24,2017,85
3389,5485,1,24,2017,85
3390,2011,1,25,2017,4
3391,5484,1,25,2017,4
3392,2010,1,26,2017,88
3393,5483,1,26,2017,88
3394,2009,1,27,2017,42
3395,5482,1,27,2017,42
3396,2008,1,28,2017,55
3397,5481,1,28,2017,55
3398,2007,1,29,2017,27
3399,5480,1,29,2017,27
3400,2006,1,30,2017,45
3401,5479,1,30,2017,45
3402,2005,1,31,2017,37
3403,5478,1,31,2017,37
3404,2004,2,1,2017,76
3405,5477,2,1,2017,76
3406,2003,2,2,2017,4
3407,5476,2,2,2017,4
3408,2002,2,3,2017,63
3409,5475,2,3,2017,63
3410,2001,2,4,2017,82
3411,5474,2,4,2017,82
3412,2000,2,5,2017,13
3413,5473,2,5,2017,13
3414,1999,2,6,2017,19
3415,5472,2,6,2017,19
3416,1998,2,7,2017,66
3417,5471,2,7,2017,66
3418,1997,2,8,2017,88
3419,5470,2,8,2017,88
3420,1996,2,9,2017,46
3421,5469,2,9,2017,46
3422,1995,2,10,2017,88
3423,5468,2,10,2017,88
3424,1994,2,11,2017,17
3425,5467,2,11,2017,17
3426,1993,2,12,2017,25
3427,5466,2,12,2017,25
3428,1992,2,13,2017,98
3429,5465,2,13,2017,98
3430,1991,2,14,2017,5
3431,5464,2,14,2017,5
3432,1990,2,15,2017,24
3433,5463,2,15,2017,24
3434,1989,2,16,2017,8
3435,5462,2,16,2017,8
3436,1988,2,17,2017,9
3437,5461,2,17,2017,9
3438,1987,2,18,2017,97
3439,5460,2,18,2017,97
3440,1986,2,19,2017,66
3441,5459,2,19,2017,66
3442,1985,2,20,2017,34
3443,5458,2,20,2017,34
3444,1984,2,21,2017,59
3445,5457,2,21,2017,59
3446,1983,2,22,2017,41
3447,5456,2,22,2017,41
3448,1982,2,23,2017,47
3449,5455,2,23,2017,47
3450,1981,2,24,2017,41
3451,5454,2,24,2017,41
3452,1980,2,25,2017,94
3453,5453,2,25,2017,94
3454,1979,2,26,2017,52
3455,5452,2,26,2017,52
3456,1978,2,27,2017,46
3457,5451,2,27,2017,46
3458,1977,2,28,2017,9
3459,5450,2,28,2017,9
3460,1976,3,1,2017,84
3461,5449,3,1,2017,84
3462,1975,3,2,2017,93
3463,5448,3,2,2017,93
3464,1974,3,3,2017,51
3465,5447,3,3,2017,51
3466,1973,3,4,2017,21
3467,5446,3,4,2017,21
3468,1972,3,5,2017,97
3469,5445,3,5,2017,97
3470,1971,3,6,2017,99
3471,5444,3,6,2017,99
3472,1970,3,7,2017,1
3473,5443,3,7,2017,1
3474,1969,3,8,2017,68
3475,5442,3,8,2017,68
3476,1968,3,9,2017,31
3477,5441,3,9,2017,31
3478,1967,3,10,2017,74
3479,5440,3,10,2017,74
3480,1966,3,11,2017,50
3481,5439,3,11,2017,50
3482,1965,3,12,2017,54
3483,5438,3,12,2017,54
3484,1964,3,13,2017,32
3485,5437,3,13,2017,32
3486,1963,3,14,2017,45
3487,5436,3,14,2017,45
3488,1962,3,15,2017,25
3489,5435,3,15,2017,25
3490,1961,3,16,2017,43
3491,5434,3,16,2017,43
3492,1960,3,17,2017,7
3493,5433,3,17,2017,7
3494,1959,3,18,2017,15
3495,5432,3,18,2017,15
3496,1958,3,19,2017,41
3497,5431,3,19,2017,41
3498,1957,3,20,2017,0
3499,5430,3,20,2017,0
3500,1956,3,21,2017,10
3501,5429,3,21,2017,10
3502,1955,3,22,2017,63
3503,5428,3,22,2017,63
3504,1954,3,23,2017,78
3505,5427,3,23,2017,78
3506,1953,3,24,2017,48
3507,5426,3,24,2017,48
3508,1952,3,25,2017,76
3509,5425,3,25,2017,76
3510,1951,3,26,2017,4
3511,5424,3,26,2017,4
3512,1950,3,27,2017,31
3513,5423,3,27,2017,31
3514,1949,3,28,2017,24
3515,5422,3,28,2017,24
3516,1948,3,29,2017,0
3517,5421,3,29,2017,0
3518,1947,3,30,2017,96
3519,5420,3,30,2017,96
3520,1946,3,31,2017,78
3521,5419,3,31,2017,78
3522,1945,4,1,2017,82
3523,5418,4,1,2017,82
3524,1944,4,2,2017,55
3525,5417,4,2,2017,55
3526,1943,4,3,2017,99
3527,5416,4,3,2017,99
3528,1942,4,4,2017,25
3529,5415,4,4,2017,25
3530,1941,4,5,2017,73
3531,5414,4,5,2017,73
3532,1940,4,6,2017,37
3533,5413,4,6,2017,37
3534,1939,4,7,2017,30
3535,5412,4,7,2017,30
3536,1938,4,8,2017,49
3537,5411,4,8,2017,49
3538,1937,4,9,2017,3
3539,5410,4,9,2017,3
3540,1936,4,10,2017,50
3541,5409,4,10,2017,50
3542,1935,4,11,2017,65
3543,5408,4,11,2017,65
3544,1934,4,12,2017,45
3545,5407,4,12,2017,45
3546,1933,4,13,2017,38
3547,5406,4,13,2017,38
3548,1932,4,14,2017,56
3549,5405,4,14,2017,56
3550,1931,4,15,2017,57
3551,5404,4,15,2017,57
3552,1930,4,16,2017,14
3553,5403,4,16,2017,14
3554,1929,4,17,2017,97
3555,5402,4,17,2017,97
3556,1928,4,18,2017,73
3557,5401,4,18,2017,73
3558,1927,4,19,2017,20
3559,5400,4,19,2017,20
3560,1926,4,20,2017,13
3561,5399,4,20,2017,13
3562,1925,4,21,2017,24
3563,5398,4,21,2017,24
3564,1924,4,22,2017,71
3565,5397,4,22,2017,71
3566,1923,4,23,2017,57
3567,5396,4,23,2017,57
3568,1922,4,24,2017,79
3569,5395,4,24,2017,79
3570,1921,4,25,2017,40
3571,5394,4,25,2017,40
3572,1920,4,26,2017,32
3573,5393,4,26,2017,32
3574,1919,4,27,2017,66
3575,5392,4,27,2017,66
3576,1918,4,28,2017,90
3577,5391,4,28,2017,90
3578,1917,4,29,2017,76
3579,5390,4,29,2017,76
3580,1916,4,30,2017,34
3581,5389,4,30,2017,34
3582,1915,5,1,2017,60
3583,5388,5,1,2017,60
3584,1914,5,2,2017,83
3585,5387,5,2,2017,83
3586,1913,5,3,2017,2
3587,5386,5,3,2017,2
3588,1912,5,4,2017,36
3589,5385,5,4,2017,36
3590,1911,5,5,2017,23
3591,5384,5,5,2017,23
3592,1910,5,6,2017,23
3593,5383,5,6,2017,23
3594,1909,5,7,2017,12
3595,5382,5,7,2017,12
3596,1908,5,8,2017,22
3597,5381,5,8,2017,22
3598,1907,5,9,2017,56
3599,5380,5,9,2017,56
3600,1906,5,10,2017,65
3601,5379,5,10,2017,65
3602,1905,5,11,2017,84
3603,5378,5,11,2017,84
3604,1904,5,12,2017,76
3605,5377,5,12,2017,76
3606,1903,5,13,2017,57
3607,5376,5,13,2017,57
3608,1902,5,14,2017,65
3609,5375,5,14,2017,65
3610,1901,5,15,2017,12
3611,5374,5,15,2017,12
3612,1900,5,16,2017,26
3613,5373,5,16,2017,26
3614,1899,5,17,2017,55
3615,5372,5,17,2017,55
3616,1898,5,18,2017,49
3617,5371,5,18,2017,49
3618,1897,5,19,2017,99
3619,5370,5,19,2017,99
3620,1896,5,20,2017,92
3621,5369,5,20,2017,92
3622,1895,5,21,2017,24
3623,5368,5,21,2017,24
3624,1894,5,22,2017,9
3625,5367,5,22,2017,9
3626,1893,5,23,2017,37
3627,5366,5,23,2017,37
3628,1892,5,24,2017,47
3629,5365,5,24,2017,47
3630,1891,5,25,2017,24
3631,5364,5,25,2017,24
3632,1890,5,26,2017,95
3633,5363,5,26,2017,95
3634,1889,5,27,2017,41
3635,5362,5,27,2017,41
3636,1888,5,28,2017,53
3637,5361,5,28,2017,53
3638,1887,5,29,2017,29
3639,5360,5,29,2017,29
3640,1886,5,30,2017,31
3641,5359,5,30,2017,31
3642,1885,5,31,2017,51
3643,5358,5,31,2017,51
3644,1884,6,1,2017,36
3645,5357,6,1,2017,36
3646,1883,6,2,2017,95
3647,5356,6,2,2017,95
3648,1882,6,3,2017,36
3649,5355,6,3,2017,36
3650,1881,6,4,2017,26
3651,5354,6,4,2017,26
3652,1880,6,5,2017,84
3653,5353,6,5,2017,84
3654,1879,6,6,2017,6
3655,5352,6,6,2017,6
3656,1878,6,7,2017,85
3657,5351,6,7,2017,85
3658,1877,6,8,2017,14
3659,5350,6,8,2017,14
3660,1876,6,9,2017,52
3661,5349,6,9,2017,52
3662,1875,6,10,2017,9
3663,5348,6,10,2017,9
3664,1874,6,11,2017,66
3665,5347,6,11,2017,66
3666,1873,6,12,2017,47
3667,5346,6,12,2017,47
3668,1872,6,13,2017,74
3669,5345,6,13,2017,74
3670,1871,6,14,2017,97
3671,5344,6,14,2017,97
3672,1870,6,15,2017,77
3673,5343,6,15,2017,77
3674,1869,6,16,2017,54
3675,5342,6,16,2017,54
3676,1868,6,17,2017,4
3677,5341,6,17,2017,4
3678,1867,6,18,2017,99
3679,5340,6,18,2017,99
3680,1866,6,19,2017,91
3681,5339,6,19,2017,91
3682,1865,6,20,2017,7
3683,5338,6,20,2017,7
3684,1864,6,21,2017,56
3685,5337,6,21,2017,56
3686,1863,6,22,2017,6
3687,5336,6,22,2017,6
3688,1862,6,23,2017,27
3689,5335,6,23,2017,27
3690,1861,6,24,2017,72
3691,5334,6,24,2017,72
3692,1860,6,25,2017,60
3693,5333,6,25,2017,60
3694,1859,6,26,2017,89
3695,5332,6,26,2017,89
3696,1858,6,27,2017,62
3697,5331,6,27,2017,62
3698,1857,6,28,2017,20
3699,5330,6,28,2017,20
3700,1856,6,29,2017,23
3701,5329,6,29,2017,23
3702,1855,6,30,2017,53
3703,5328,6,30,2017,53
3704,1854,7,1,2017,21
3705,5327,7,1,2017,21
3706,1853,7,2,2017,31
3707,5326,7,2,2017,31
3708,1852,7,3,2017,81
3709,5325,7,3,2017,81
3710,1851,7,4,2017,90
3711,5324,7,4,2017,90
3712,1850,7,5,2017,39
3713,5323,7,5,2017,39
3714,1849,7,6,2017,5
3715,5322,7,6,2017,5
3716,1848,7,7,2017,70
3717,5321,7,7,2017,70
3718,1847,7,8,2017,29
3719,5320,7,8,2017,29
3720,1846,7,9,2017,81
3721,5319,7,9,2017,81
3722,1845,7,10,2017,26
3723,5318,7,10,2017,26
3724,1844,7,11,2017,70
3725,5317,7,11,2017,70
3726,1843,7,12,2017,80
3727,5316,7,12,2017,80
3728,1842,7,13,2017,8
3729,5315,7,13,2017,8
3730,1841,7,14,2017,73
3731,5314,7,14,2017,73
3732,1840,7,15,2017,57
3733,5313,7,15,2017,57
3734,1839,7,16,2017,74
3735,5312,7,16,2017,74
3736,1838,7,17,2017,0
3737,5311,7,17,2017,0
3738,1837,7,18,2017,67
3739,5310,7,18,2017,67
3740,1836,7,19,2017,30
3741,5309,7,19,2017,30
3742,1835,7,20,2017,87
3743,5308,7,20,2017,87
3744,1834,7,21,2017,12
3745,5307,7,21,2017,12
3746,1833,7,22,2017,88
3747,5306,7,22,2017,88
3748,1832,7,23,2017,86
3749,5305,7,23,2017,86
3750,1831,7,24,2017,51
3751,5304,7,24,2017,51
3752,1830,7,25,2017,19
3753,5303,7,25,2017,19
3754,1829,7,26,2017,82
3755,5302,7,26,2017,82
3756,1828,7,27,2017,69
3757,5301,7,27,2017,69
3758,1827,7,28,2017,48
3759,5300,7,28,2017,48
3760,1826,7,29,2017,7
3761,5299,7,29,2017,7
3762,1825,7,30,2017,11
3763,5298,7,30,2017,11
3764,1824,7,31,2017,53
3765,5297,7,31,2017,53
3766,1823,8,1,2017,39
3767,5296,8,1,2017,39
3768,1822,8,2,2017,49
3769,5295,8,2,2017,49
3770,1821,8,3,2017,29
3771,5294,8,3,2017,29
3772,1820,8,4,2017,67
3773,5293,8,4,2017,67
3774,1819,8,5,2017,98
3775,5292,8,5,2017,98
3776,1818,8,6,2017,7
3777,5291,8,6,2017,7
3778,1817,8,7,2017,29
3779,5290,8,7,2017,29
3780,1816,8,8,2017,72
3781,5289,8,8,2017,72
3782,1815,8,9,2017,6
3783,5288,8,9,2017,6
3784,1814,8,10,2017,25
3785,5287,8,10,2017,25
3786,1813,8,11,2017,60
3787,5286,8,11,2017,60
3788,1812,8,12,2017,20
3789,5285,8,12,2017,20
3790,1811,8,13,2017,73
3791,5284,8,13,2017,73
3792,1810,8,14,2017,94
3793,5283,8,14,2017,94
3794,1809,8,15,2017,25
3795,5282,8,15,2017,25
3796,1808,8,16,2017,11
3797,5281,8,16,2017,11
3798,1807,8,17,2017,48
3799,5280,8,17,2017,48
3800,1806,8,18,2017,9
3801,5279,8,18,2017,9
3802,1805,8,19,2017,13
3803,5278,8,19,2017,13
3804,1804,8,20,2017,94
3805,5277,8,20,2017,94
3806,1803,8,21,2017,14
3807,5276,8,21,2017,14
3808,1802,8,22,2017,25
3809,5275,8,22,2017,25
3810,1801,8,23,2017,65
3811,5274,8,23,2017,65
3812,1800,8,24,2017,64
3813,5273,8,24,2017,64
3814,1799,8,25,2017,98
3815,5272,8,25,2017,98
3816,1798,8,26,2017,29
3817,5271,8,26,2017,29
3818,1797,8,27,2017,2
3819,5270,8,27,2017,2
3820,1796,8,28,2017,9
3821,5269,8,28,2017,9
3822,1795,8,29,2017,98
3823,5268,8,29,2017,98
3824,1794,8,30,2017,74
3825,5267,8,30,2017,74
3826,1793,8,31,2017,86
3827,5266,8,31,2017,86
3828,1792,9,1,2017,75
3829,5265,9,1,2017,75
3830,1791,9,2,2017,17
3831,5264,9,2,2017,17
3832,1790,9,3,2017,75
3833,5263,9,3,2017,75
3834,1789,9,4,2017,33
3835,5262,9,4,2017,33
3836,1788,9,5,2017,26
3837,5261,9,5,2017,26
3838,1787,9,6,2017,62
3839,5260,9,6,2017,62
3840,1786,9,7,2017,89
3841,5259,9,7,2017,89
3842,1785,9,8,2017,30
3843,5258,9,8,2017,30
3844,1784,9,9,2017,66
3845,5257,9,9,2017,66
3846,1783,9,10,2017,96
3847,5256,9,10,2017,96
3848,1782,9,11,2017,25
3849,5255,9,11,2017,25
3850,1781,9,12,2017,71
3851,5254,9,12,2017,71
3852,1780,9,13,2017,89
3853,5253,9,13,2017,89
3854,1779,9,14,2017,64
3855,5252,9,14,2017,64
3856,1778,9,15,2017,60
3857,5251,9,15,2017,60
3858,1777,9,16,2017,22
3859,5250,9,16,2017,22
3860,1776,9,17,2017,62
3861,5249,9,17,2017,62
3862,1775,9,18,2017,22
3863,5248,9,18,2017,22
3864,1774,9,19,2017,20
3865,5247,9,19,2017,20
3866,1773,9,20,2017,72
3867,5246,9,20,2017,72
3868,1772,9,21,2017,90
3869,5245,9,21,2017,90
3870,1771,9,22,2017,35
3871,5244,9,22,2017,35
3872,1770,9,23,2017,79
3873,5243,9,23,2017,79
3874,1769,9,24,2017,49
3875,5242,9,24,2017,49
3876,1768,9,25,2017,99
3877,5241,9,25,2017,99
3878,1767,9,26,2017,17
3879,5240,9,26,2017,17
3880,1766,9,27,2017,48
3881,5239,9,27,2017,48
3882,1765,9,28,2017,31
3883,5238,9,28,2017,31
3884,1764,9,29,2017,16
3885,5237,9,29,2017,16
3886,1763,9,30,2017,91
3887,5236,9,30,2017,91
3888,1762,10,1,2017,57
3889,5235,10,1,2017,57
3890,1761,10,2,2017,89
3891,5234,10,2,2017,89
3892,1760,10,3,2017,67
3893,5233,10,3,2017,67
3894,1759,10,4,2017,18
3895,5232,10,4,2017,18
3896,1758,10,5,2017,41
3897,5231,10,5,2017,41
3898,1757,10,6,2017,58
3899,5230,10,6,2017,58
3900,1756,10,7,2017,10
3901,5229,10,7,2017,10
3902,1755,10,8,2017,51
3903,5228,10,8,2017,51
3904,1754,10,9,2017,27
3905,5227,10,9,2017,27
3906,1753,10,10,2017,69
3907,5226,10,10,2017,69
3908,1752,10,11,2017,19
3909,5225,10,11,2017,19
3910,1751,10,12,2017,77
