Mon,date,year,r1,r2
2,09,2015,8,9
2,08,2015,2,2
2,07,2015,1,5
2,06,2015,0,4
2,05,2015,1,8
2,04,2015,8,7
2,03,2015,8,0
2,02,2015,7,2
2,01,2015,7,1
1,31,2015,2,3
1,30,2015,7,2
1,29,2015,9,9
1,28,2015,8,7
1,27,2015,8,2
1,26,2015,7,3
1,25,2015,5,7
1,24,2015,8,6
1,23,2015,2,7
1,22,2015,4,1
1,21,2015,4,1
1,20,2015,4,9
1,19,2015,1,1
1,18,2015,9,6
1,17,2015,1,8
1,16,2015,3,6
1,15,2015,3,2
1,14,2015,5,7
1,13,2015,6,3
1,12,2015,2,2
1,11,2015,1,9
1,10,2015,1,1
1,09,2015,2,2
1,08,2015,0,9
1,07,2015,7,1
1,06,2015,1,7
1,05,2015,5,0
1,04,2015,8,9
1,03,2015,2,8
1,02,2015,0,3
1,01,2015,8,5
12,31,2016,8,7
12,30,2016,7,2
12,29,2016,4,7
12,28,2016,3,4
12,27,2016,6,6
12,26,2016,7,9
12,25,2016,4,4
12,24,2016,6,0
12,23,2016,4,3
12,22,2016,9,1
12,21,2016,0,2
12,20,2016,5,2
12,19,2016,8,2
12,18,2016,6,2
12,17,2016,1,5
12,16,2016,2,9
12,15,2016,3,5
12,14,2016,8,6
12,13,2016,4,8
12,12,2016,6,7
12,11,2016,6,3
12,10,2016,1,6
12,09,2016,4,0
12,08,2016,1,1
12,07,2016,0,0
12,06,2016,9,8
12,05,2016,5,7
12,04,2016,1,4
12,03,2016,6,8
12,02,2016,4,3
12,01,2016,8,2
11,30,2016,9,6
11,29,2016,0,9
11,28,2016,9,6
11,27,2016,6,8
11,26,2016,5,7
11,25,2016,4,5
11,24,2016,6,9
11,23,2016,9,8
11,22,2016,6,2
11,21,2016,3,4
11,20,2016,0,7
11,19,2016,3,4
11,18,2016,5,2
11,17,2016,6,1
11,16,2016,7,3
11,15,2016,0,8
11,14,2016,9,6
11,13,2016,5,4
11,12,2016,8,7
11,11,2016,0,7
11,10,2016,4,5
11,09,2016,3,4
11,08,2016,4,4
11,07,2016,4,5
11,06,2016,8,7
11,05,2016,8,9
11,04,2016,1,1
11,03,2016,0,9
11,02,2016,9,7
11,01,2016,4,1
10,31,2016,6,2
10,30,2016,1,6
10,29,2016,0,1
10,28,2016,8,1
10,27,2016,4,4
10,26,2016,5,2
10,25,2016,3,1
10,24,2016,5,6
10,23,2016,2,5
10,22,2016,4,2
10,21,2016,5,1
10,20,2016,9,7
10,19,2016,9,2
10,18,2016,6,8
10,17,2016,7,2
10,16,2016,1,2
10,15,2016,7,5
10,14,2016,8,4
10,13,2016,9,0
10,12,2016,1,0
10,11,2016,5,3
10,10,2016,3,6
10,09,2016,8,1
10,08,2016,9,4
10,07,2016,9,1
10,06,2016,2,1
10,05,2016,7,5
10,04,2016,5,4
10,03,2016,1,1
10,02,2016,6,2
10,01,2016,5,1
9,30,2016,1,0
9,29,2016,2,4
9,28,2016,5,1
9,27,2016,1,5
9,26,2016,8,9
9,25,2016,9,4
9,24,2016,4,2
9,23,2016,8,6
9,22,2016,1,6
9,21,2016,3,3
9,20,2016,3,5
9,19,2016,2,3
9,18,2016,0,0
9,17,2016,1,5
9,16,2016,8,7
9,15,2016,7,9
9,14,2016,8,5
9,13,2016,2,0
9,12,2016,9,1
9,11,2016,0,5
9,10,2016,9,1
9,09,2016,0,6
9,08,2016,9,1
9,07,2016,2,4
9,06,2016,2,6
9,05,2016,2,1
9,04,2016,5,0
9,03,2016,9,2
9,02,2016,5,0
9,01,2016,6,3
8,31,2016,1,2
8,30,2016,7,5
8,29,2016,9,4
8,28,2016,3,5
8,27,2016,5,2
8,26,2016,4,5
8,25,2016,1,9
8,24,2016,1,4
8,23,2016,8,6
8,22,2016,2,9
8,21,2016,2,2
8,20,2016,5,2
8,19,2016,8,2
8,18,2016,2,2
8,17,2016,2,8
8,16,2016,8,4
8,15,2016,1,9
8,14,2016,8,9
8,13,2016,5,7
8,12,2016,5,7
8,11,2016,8,6
8,10,2016,9,7
8,09,2016,0,9
8,08,2016,3,9
8,07,2016,3,4
8,06,2016,1,4
8,05,2016,9,9
8,04,2016,7,1
8,03,2016,2,1
8,02,2016,8,0
8,01,2016,4,3
7,31,2016,2,2
7,30,2016,1,1
7,29,2016,2,0
7,28,2016,6,6
7,27,2016,0,1
7,26,2016,7,9
7,25,2016,5,7
7,24,2016,0,6
7,23,2016,5,2
7,22,2016,7,2
7,21,2016,3,3
7,20,2016,0,5
7,19,2016,4,4
7,18,2016,8,2
7,17,2016,7,7
7,16,2016,7,8
7,15,2016,9,4
7,14,2016,9,0
7,13,2016,6,4
7,12,2016,8,8
7,11,2016,0,6
7,10,2016,4,8
7,09,2016,8,7
7,08,2016,0,9
7,07,2016,7,8
7,06,2016,2,5
7,05,2016,7,0
7,04,2016,7,7
7,03,2016,2,4
7,02,2016,2,6
7,01,2016,0,7
6,30,2016,0,6
6,29,2016,1,8
6,28,2016,8,7
6,27,2016,9,8
6,26,2016,7,6
6,25,2016,7,1
6,24,2016,1,7
6,23,2016,7,6
6,22,2016,8,5
6,21,2016,5,4
6,20,2016,4,2
6,19,2016,5,6
6,18,2016,6,2
6,17,2016,6,6
6,16,2016,4,8
6,15,2016,2,0
6,14,2016,5,9
6,13,2016,3,5
6,12,2016,3,9
6,11,2016,9,5
6,10,2016,7,4
6,09,2016,7,1
6,08,2016,7,3
6,07,2016,6,7
6,06,2016,1,5
6,05,2016,3,0
6,04,2016,6,5
6,03,2016,8,8
6,02,2016,5,5
6,01,2016,5,9
5,31,2016,9,1
5,30,2016,1,8
5,29,2016,5,9
5,28,2016,1,7
5,27,2016,2,2
5,26,2016,0,3
5,25,2016,6,4
5,24,2016,0,4
5,23,2016,6,6
5,22,2016,3,4
5,21,2016,1,7
5,20,2016,4,2
5,19,2016,0,3
5,18,2016,0,0
5,17,2016,9,2
5,16,2016,3,6
5,15,2016,7,1
5,14,2016,1,7
5,13,2016,9,4
5,12,2016,9,6
5,11,2016,7,2
5,10,2016,4,9
5,09,2016,2,0
5,08,2016,3,9
5,07,2016,8,1
5,06,2016,3,6
5,05,2016,6,8
5,04,2016,0,1
5,03,2016,5,4
5,02,2016,3,2
5,01,2016,2,4
4,30,2016,0,7
4,29,2016,1,0
4,28,2016,3,7
4,27,2016,4,8
4,26,2016,8,5
4,25,2016,6,0
4,24,2016,1,4
4,23,2016,9,5
4,22,2016,4,6
4,21,2016,5,8
4,20,2016,6,6
4,19,2016,4,2
4,18,2016,5,8
4,17,2016,8,3
4,16,2016,3,7
4,15,2016,9,6
4,14,2016,1,2
4,13,2016,7,4
4,12,2016,9,2
4,11,2016,1,3
4,10,2016,2,5
4,09,2016,0,9
4,08,2016,1,9
4,07,2016,6,4
4,06,2016,9,8
4,05,2016,7,0
4,04,2016,4,1
4,03,2016,8,8
4,02,2016,6,2
4,01,2016,7,1
3,31,2016,6,3
3,30,2016,0,6
3,29,2016,1,6
3,28,2016,7,0
3,27,2016,9,4
3,26,2016,9,0
3,25,2016,8,8
3,24,2016,4,1
3,23,2016,9,2
3,22,2016,3,8
3,21,2016,0,8
3,20,2016,4,3
3,19,2016,8,8
3,18,2016,5,9
3,17,2016,9,1
3,16,2016,8,7
3,15,2016,8,5
3,14,2016,9,5
3,13,2016,3,1
3,12,2016,5,7
3,11,2016,5,6
3,10,2016,4,9
3,09,2016,3,9
3,08,2016,9,2
3,07,2016,0,0
3,06,2016,9,8
3,05,2016,5,1
3,04,2016,1,3
3,03,2016,1,6
3,02,2016,8,6
3,01,2016,1,1
2,29,2016,7,8
2,28,2016,4,7
2,27,2016,6,0
2,26,2016,1,0
2,25,2016,5,8
2,24,2016,7,7
2,23,2016,2,0
2,22,2016,7,5
2,21,2016,9,5
2,20,2016,7,0
2,19,2016,3,3
2,18,2016,5,7
2,17,2016,8,7
2,16,2016,0,9
2,15,2016,9,3
2,14,2016,4,5
2,13,2016,8,9
2,12,2016,1,5
2,11,2016,7,3
2,10,2016,3,4
2,09,2016,4,6
2,08,2016,2,2
2,07,2016,4,4
2,06,2016,4,5
2,05,2016,9,9
2,04,2016,1,1
2,03,2016,1,2
2,02,2016,8,9
2,01,2016,6,4
1,31,2016,3,3
1,30,2016,0,8
1,29,2016,8,6
1,28,2016,8,9
1,27,2016,6,6
1,26,2016,2,3
1,25,2016,8,5
1,24,2016,1,6
1,23,2016,0,5
1,22,2016,0,5
1,21,2016,3,2
1,20,2016,3,3
1,19,2016,8,2
1,18,2016,4,3
1,17,2016,8,6
1,16,2016,8,4
1,15,2016,3,8
1,14,2016,2,3
1,13,2016,3,3
1,12,2016,6,5
1,11,2016,5,7
1,10,2016,2,6
1,09,2016,9,6
1,08,2016,0,7
1,07,2016,6,6
1,06,2016,5,1
1,05,2016,7,8
1,04,2016,7,3
1,03,2016,5,6
1,02,2016,7,4
1,01,2016,2,1
12,31,2017,7,6
12,30,2017,6,9
12,29,2017,9,0
12,28,2017,4,2
12,27,2017,7,0
12,26,2017,7,7
12,25,2017,5,5
12,24,2017,2,3
12,23,2017,5,4
12,22,2017,0,5
12,21,2017,3,0
12,20,2017,0,1
12,19,2017,6,9
12,18,2017,2,1
12,17,2017,4,3
12,16,2017,8,7
12,15,2017,6,7
12,14,2017,5,3
12,13,2017,1,9
12,12,2017,7,9
12,11,2017,7,6
12,10,2017,4,8
12,09,2017,5,3
12,08,2017,9,6
12,07,2017,3,9
12,06,2017,1,5
12,05,2017,7,9
12,04,2017,6,6
12,03,2017,4,4
12,02,2017,5,1
12,01,2017,0,9
11,30,2017,1,6
11,29,2017,1,5
11,28,2017,1,1
11,27,2017,6,4
11,26,2017,1,3
11,25,2017,4,7
11,24,2017,3,7
11,23,2017,2,1
11,22,2017,3,4
11,21,2017,6,1
11,20,2017,9,6
11,19,2017,1,0
11,18,2017,6,3
11,17,2017,6,4
11,16,2017,8,6
11,15,2017,0,4
11,14,2017,5,3
11,13,2017,1,2
11,12,2017,6,9
11,11,2017,4,0
11,10,2017,9,0
11,09,2017,6,8
11,08,2017,4,7
11,07,2017,0,3
11,06,2017,6,9
11,05,2017,8,5
11,04,2017,0,4
11,03,2017,1,4
11,02,2017,1,4
11,01,2017,7,4
10,31,2017,0,0
10,30,2017,2,3
10,29,2017,9,8
10,28,2017,5,7
10,27,2017,5,5
10,26,2017,5,0
10,25,2017,9,7
10,24,2017,9,5
10,23,2017,4,2
10,22,2017,5,9
10,21,2017,5,3
10,20,2017,8,4
10,19,2017,5,7
10,18,2017,5,1
10,17,2017,2,3
10,16,2017,9,3
10,15,2017,0,5
10,14,2017,9,8
10,13,2017,1,7
10,12,2017,7,7
10,11,2017,1,9
10,10,2017,6,9
10,09,2017,2,7
10,08,2017,5,1
10,07,2017,1,0
10,06,2017,5,8
10,05,2017,4,1
10,04,2017,1,8
10,03,2017,6,7
10,02,2017,8,9
10,01,2017,5,7
9,30,2017,9,1
9,29,2017,1,6
9,28,2017,3,1
9,27,2017,4,8
9,26,2017,1,7
9,25,2017,9,9
9,24,2017,4,9
9,23,2017,7,9
9,22,2017,3,5
9,21,2017,9,0
9,20,2017,7,2
9,19,2017,2,0
9,18,2017,2,2
9,17,2017,6,2
9,16,2017,2,2
9,15,2017,6,0
9,14,2017,6,4
9,13,2017,8,9
9,12,2017,7,1
9,11,2017,2,5
9,10,2017,9,6
9,09,2017,6,6
9,08,2017,3,0
9,07,2017,8,9
9,06,2017,6,2
9,05,2017,2,6
9,04,2017,3,3
9,03,2017,7,5
9,02,2017,1,7
9,01,2017,7,5
8,31,2017,8,6
8,30,2017,7,4
8,29,2017,9,8
8,28,2017,0,9
8,27,2017,0,2
8,26,2017,2,9
8,25,2017,9,8
8,24,2017,6,4
8,23,2017,6,5
8,22,2017,2,5
8,21,2017,1,4
8,20,2017,9,4
8,19,2017,1,3
8,18,2017,0,9
8,17,2017,4,8
8,16,2017,1,1
8,15,2017,2,5
8,14,2017,9,4
8,13,2017,7,3
8,12,2017,2,0
8,11,2017,6,0
8,10,2017,2,5
8,09,2017,0,6
8,08,2017,7,2
8,07,2017,2,9
8,06,2017,0,7
8,05,2017,9,8
8,04,2017,6,7
8,03,2017,2,9
8,02,2017,4,9
8,01,2017,3,9
7,31,2017,5,3
7,30,2017,1,1
7,29,2017,0,7
7,28,2017,4,8
7,27,2017,6,9
7,26,2017,8,2
7,25,2017,1,9
7,24,2017,5,1
7,23,2017,8,6
7,22,2017,8,8
7,21,2017,1,2
7,20,2017,8,7
7,19,2017,3,0
7,18,2017,6,7
7,17,2017,0,0
7,16,2017,7,4
7,15,2017,5,7
7,14,2017,7,3
7,13,2017,0,8
7,12,2017,8,0
7,11,2017,7,0
7,10,2017,2,6
7,09,2017,8,1
7,08,2017,2,9
7,07,2017,7,0
7,06,2017,0,5
7,05,2017,3,9
7,04,2017,9,0
7,03,2017,8,1
7,02,2017,3,1
7,01,2017,2,1
6,30,2017,5,3
6,29,2017,2,3
6,28,2017,2,0
6,27,2017,6,2
6,26,2017,8,9
6,25,2017,6,0
6,24,2017,7,2
6,23,2017,2,7
6,22,2017,0,6
6,21,2017,5,6
6,20,2017,0,7
6,19,2017,9,1
6,18,2017,9,9
6,17,2017,0,4
6,16,2017,5,4
6,15,2017,7,7
6,14,2017,9,7
6,13,2017,7,4
6,12,2017,4,7
6,11,2017,6,6
6,10,2017,0,9
6,09,2017,5,2
6,08,2017,1,4
6,07,2017,8,5
6,06,2017,0,6
6,05,2017,8,4
6,04,2017,2,6
6,03,2017,3,6
6,02,2017,9,5
6,01,2017,3,6
5,31,2017,5,1
5,30,2017,3,1
5,29,2017,2,9
5,28,2017,5,3
5,27,2017,4,1
5,26,2017,9,5
5,25,2017,2,4
5,24,2017,4,7
5,23,2017,3,7
5,22,2017,0,9
5,21,2017,2,4
5,20,2017,9,2
5,19,2017,9,9
5,18,2017,4,9
5,17,2017,5,5
5,16,2017,2,6
5,15,2017,1,2
5,14,2017,6,5
5,13,2017,5,7
5,12,2017,7,6
5,11,2017,8,4
5,10,2017,6,5
5,09,2017,5,6
5,08,2017,2,2
5,07,2017,1,2
5,06,2017,2,3
5,05,2017,2,3
5,04,2017,3,6
5,03,2017,0,2
5,02,2017,8,3
5,01,2017,6,0
4,30,2017,3,4
4,29,2017,7,6
4,28,2017,9,0
4,27,2017,6,6
4,26,2017,3,2
4,25,2017,4,0
4,24,2017,7,9
4,23,2017,5,7
4,22,2017,7,1
4,21,2017,2,4
4,20,2017,1,3
4,19,2017,2,0
4,18,2017,7,3
4,17,2017,9,7
4,16,2017,1,4
4,15,2017,5,7
4,14,2017,5,6
4,13,2017,3,8
4,12,2017,4,5
4,11,2017,6,5
4,10,2017,5,0
4,09,2017,0,3
4,08,2017,4,9
4,07,2017,3,0
4,06,2017,3,7
4,05,2017,7,3
4,04,2017,2,5
4,03,2017,9,9
4,02,2017,5,5
4,01,2017,8,2
3,31,2017,7,8
3,30,2017,9,6
3,29,2017,0,0
3,28,2017,2,4
3,27,2017,3,1
3,26,2017,0,4
3,25,2017,7,6
3,24,2017,4,8
3,23,2017,7,8
3,22,2017,6,3
3,21,2017,1,0
3,20,2017,0,0
3,19,2017,4,1
3,18,2017,1,5
3,17,2017,0,7
3,16,2017,4,3
3,15,2017,2,5
3,14,2017,4,5
3,13,2017,3,2
3,12,2017,5,4
3,11,2017,5,0
3,10,2017,7,4
3,09,2017,3,1
3,08,2017,6,8
3,07,2017,0,1
3,06,2017,9,9
3,05,2017,9,7
3,04,2017,2,1
3,03,2017,5,1
3,02,2017,9,3
3,01,2017,8,4
2,28,2017,0,9
2,27,2017,4,6
2,26,2017,5,2
2,25,2017,9,4
2,24,2017,4,1
2,23,2017,4,7
2,22,2017,4,1
2,21,2017,5,9
2,20,2017,3,4
2,19,2017,6,6
2,18,2017,9,7
2,17,2017,0,9
2,16,2017,0,8
2,15,2017,2,4
2,14,2017,0,5
2,13,2017,9,8
2,12,2017,2,5
2,11,2017,1,7
2,10,2017,8,8
2,09,2017,4,6
2,08,2017,8,8
2,07,2017,6,6
2,06,2017,1,9
2,05,2017,1,3
2,04,2017,8,2
2,03,2017,6,3
2,02,2017,0,4
2,01,2017,7,6
1,31,2017,3,7
1,30,2017,4,5
1,29,2017,2,7
1,28,2017,5,5
1,27,2017,4,2
1,26,2017,8,8
1,25,2017,0,4
1,24,2017,8,5
1,23,2017,5,9
1,22,2017,7,5
1,21,2017,6,6
1,20,2017,8,0
1,19,2017,1,4
1,18,2017,2,6
1,17,2017,9,9
1,16,2017,2,3
1,15,2017,9,4
1,14,2017,7,8
1,13,2017,3,8
1,12,2017,3,1
1,11,2017,1,6
1,10,2017,6,2
1,09,2017,3,8
1,08,2017,8,8
1,07,2017,1,4
1,06,2017,1,9
1,05,2017,6,1
1,04,2017,8,4
1,03,2017,9,6
1,02,2017,6,2
1,01,2017,0,5
12,31,2018,3,9
12,30,2018,9,6
12,29,2018,8,7
12,28,2018,3,3
12,27,2018,4,2
12,26,2018,8,9
12,25,2018,2,7
12,24,2018,6,9
12,23,2018,0,9
12,22,2018,0,6
12,21,2018,4,9
12,20,2018,1,1
12,19,2018,5,6
12,18,2018,5,0
12,17,2018,1,9
12,16,2018,3,2
12,15,2018,1,5
12,14,2018,5,9
12,13,2018,8,4
12,12,2018,5,6
12,11,2018,6,0
12,10,2018,6,4
12,09,2018,7,6
12,08,2018,6,6
12,07,2018,5,9
12,06,2018,1,7
12,05,2018,3,1
12,04,2018,5,4
12,03,2018,8,3
12,02,2018,6,7
12,01,2018,7,3
11,30,2018,9,8
11,29,2018,8,8
11,28,2018,4,7
11,27,2018,6,1
11,26,2018,4,1
11,25,2018,2,7
11,24,2018,0,3
11,23,2018,2,0
11,22,2018,2,2
11,21,2018,7,0
11,20,2018,7,2
11,19,2018,2,1
11,18,2018,0,0
11,17,2018,2,3
11,16,2018,4,8
11,15,2018,2,6
11,14,2018,8,3
11,13,2018,1,3
11,12,2018,8,1
11,11,2018,4,0
11,10,2018,0,7
11,09,2018,8,0
11,08,2018,9,8
11,07,2018,5,4
11,06,2018,6,8
11,05,2018,2,0
11,04,2018,3,1
11,03,2018,9,2
11,02,2018,7,0
11,01,2018,6,7
10,31,2018,9,6
10,30,2018,8,3
10,29,2018,3,2
10,28,2018,3,8
10,27,2018,5,9
10,26,2018,2,2
10,25,2018,2,4
10,24,2018,3,1
10,23,2018,2,6
10,22,2018,0,8
10,21,2018,5,0
10,20,2018,1,1
10,19,2018,8,2
10,18,2018,7,4
10,17,2018,3,5
10,16,2018,6,0
10,15,2018,3,7
10,14,2018,0,6
10,13,2018,1,2
10,12,2018,1,7
10,11,2018,1,8
10,10,2018,0,8
10,09,2018,1,1
10,08,2018,6,0
10,07,2018,0,4
10,06,2018,3,5
10,05,2018,8,8
10,04,2018,2,5
10,03,2018,4,2
10,02,2018,6,8
10,01,2018,2,7
9,30,2018,6,2
9,29,2018,3,5
9,28,2018,0,9
9,27,2018,9,0
9,26,2018,8,8
9,25,2018,0,5
9,24,2018,3,2
9,23,2018,4,1
9,22,2018,9,2
9,21,2018,3,1
9,20,2018,4,6
9,19,2018,2,0
9,18,2018,8,4
9,17,2018,4,5
9,16,2018,7,4
9,15,2018,4,5
9,14,2018,8,3
9,13,2018,1,1
9,12,2018,1,1
9,11,2018,8,1
9,10,2018,6,7
9,09,2018,6,0
9,08,2018,3,3
9,07,2018,7,5
9,06,2018,8,4
9,05,2018,1,4
9,04,2018,4,6
9,03,2018,2,9
9,02,2018,6,2
9,01,2018,5,0
8,31,2018,4,7
8,30,2018,4,5
8,29,2018,9,5
8,28,2018,0,9
8,27,2018,0,3
8,26,2018,0,7
8,25,2018,5,8
8,24,2018,1,6
8,23,2018,7,6
8,22,2018,4,1
8,21,2018,9,7
8,20,2018,4,7
8,19,2018,4,1
8,18,2018,5,7
8,17,2018,4,4
8,16,2018,5,5
8,15,2018,8,0
8,14,2018,7,8
8,13,2018,1,4
8,12,2018,1,4
8,11,2018,1,8
8,10,2018,3,0
8,09,2018,1,5
8,08,2018,6,5
8,07,2018,8,3
8,06,2018,4,1
8,05,2018,8,5
8,04,2018,5,1
8,03,2018,5,7
8,02,2018,7,8
8,01,2018,0,2
7,31,2018,6,3
7,30,2018,8,1
7,29,2018,3,4
7,28,2018,4,6
7,27,2018,3,2
7,26,2018,7,3
7,25,2018,8,4
7,24,2018,0,6
7,23,2018,3,3
7,22,2018,5,4
7,21,2018,8,5
7,20,2018,4,3
7,19,2018,6,5
7,18,2018,5,3
7,17,2018,3,8
7,16,2018,1,0
7,15,2018,3,7
7,14,2018,9,1
7,13,2018,7,7
7,12,2018,3,7
7,11,2018,5,8
7,10,2018,6,1
7,09,2018,0,7
7,08,2018,4,1
7,07,2018,4,3
7,06,2018,3,9
7,05,2018,7,3
7,04,2018,2,0
7,03,2018,8,3
7,02,2018,3,2
7,01,2018,0,0
6,30,2018,0,5
6,29,2018,1,3
6,28,2018,2,9
6,27,2018,4,2
6,26,2018,1,3
6,25,2018,0,4
6,24,2018,3,9
6,23,2018,1,4
6,22,2018,2,7
6,21,2018,8,2
6,20,2018,4,1
6,19,2018,7,9
6,18,2018,9,9
6,17,2018,5,7
6,16,2018,8,5
6,15,2018,0,0
6,14,2018,5,2
6,13,2018,0,2
6,12,2018,3,4
6,11,2018,5,3
6,10,2018,4,7
6,09,2018,1,6
6,08,2018,4,2
6,07,2018,5,5
6,06,2018,7,6
6,05,2018,2,2
6,04,2018,0,2
6,03,2018,0,5
6,02,2018,0,1
6,01,2018,6,5
5,31,2018,8,4
5,30,2018,7,2
5,29,2018,7,9
5,28,2018,1,5
5,27,2018,4,4
5,26,2018,9,9
5,25,2018,2,7
5,24,2018,2,2
5,23,2018,3,1
5,22,2018,0,1
5,21,2018,9,3
5,20,2018,4,4
5,19,2018,8,8
5,18,2018,2,9
5,17,2018,9,2
5,16,2018,3,9
5,15,2018,3,8
5,14,2018,9,9
5,13,2018,8,3
5,12,2018,3,6
5,11,2018,7,5
5,10,2018,2,1
5,09,2018,7,1
5,08,2018,6,5
5,07,2018,3,2
5,06,2018,2,4
5,05,2018,4,7
5,04,2018,7,3
5,03,2018,3,5
5,02,2018,7,1
5,01,2018,3,9
4,30,2018,8,4
4,29,2018,9,8
4,28,2018,4,1
4,27,2018,2,6
4,26,2018,1,8
4,25,2018,9,9
4,24,2018,8,5
4,23,2018,5,7
4,22,2018,9,6
4,21,2018,0,0
4,20,2018,7,5
4,19,2018,0,8
4,18,2018,0,2
4,17,2018,3,9
4,16,2018,7,2
4,15,2018,2,3
4,14,2018,3,7
4,13,2018,8,8
4,12,2018,0,2
4,11,2018,2,1
4,10,2018,1,1
4,09,2018,3,0
4,08,2018,3,8
4,07,2018,5,0
4,06,2018,1,8
4,05,2018,1,1
4,04,2018,4,5
4,03,2018,5,4
4,02,2018,3,2
4,01,2018,5,3
3,31,2018,7,6
3,30,2018,7,8
3,29,2018,6,2
3,28,2018,5,0
3,27,2018,1,3
3,26,2018,7,2
3,25,2018,8,7
3,24,2018,2,8
3,23,2018,6,3
3,22,2018,4,1
3,21,2018,4,9
3,20,2018,7,3
3,19,2018,8,0
3,18,2018,8,8
3,17,2018,9,2
3,16,2018,9,4
3,15,2018,8,9
3,14,2018,8,0
3,13,2018,5,8
3,12,2018,0,2
3,11,2018,3,5
3,10,2018,2,8
3,09,2018,5,8
3,08,2018,6,0
3,07,2018,8,8
3,06,2018,7,2
3,05,2018,7,1
3,04,2018,5,8
3,03,2018,1,9
3,02,2018,3,3
3,01,2018,9,5
2,28,2018,1,2
2,27,2018,1,0
2,26,2018,3,1
2,25,2018,6,3
2,24,2018,4,0
2,23,2018,5,1
2,22,2018,3,4
2,21,2018,4,2
2,20,2018,0,4
2,19,2018,1,6
2,18,2018,5,9
2,17,2018,1,3
2,16,2018,2,0
2,15,2018,2,4
2,14,2018,6,8
2,13,2018,1,2
2,12,2018,4,3
2,11,2018,0,6
2,10,2018,8,9
2,09,2018,7,9
2,08,2018,9,0
2,07,2018,3,3
2,06,2018,0,1
2,05,2018,1,3
2,04,2018,2,1
2,03,2018,9,7
2,02,2018,4,5
2,01,2018,1,4
1,31,2018,1,3
1,30,2018,5,2
1,29,2018,7,8
1,26,2018,2,3
1,24,2018,5,0
1,23,2018,3,8
1,22,2018,8,8
1,21,2018,6,3
1,20,2018,8,9
1,19,2018,2,5
1,18,2018,6,1
1,17,2018,2,2
1,16,2018,9,3
1,15,2018,9,9
1,14,2018,8,7
1,13,2018,0,9
1,12,2018,4,6
1,11,2018,9,9
1,10,2018,8,6
1,09,2018,5,1
1,08,2018,3,1
1,07,2018,8,9
1,06,2018,2,3
1,05,2018,4,7
1,04,2018,4,7
1,03,2018,9,3
1,02,2018,6,1
1,01,2018,9,2
12,31,2019,7,3
12,30,2019,4,3
12,29,2019,6,6
12,28,2019,3,4
12,27,2019,9,7
12,26,2019,1,0
12,25,2019,5,6
12,24,2019,3,9
12,23,2019,7,9
12,22,2019,6,1
12,21,2019,2,5
12,20,2019,8,2
12,19,2019,0,4
12,18,2019,8,7
12,17,2019,1,9
12,16,2019,0,4
12,15,2019,3,7
12,14,2019,8,5
12,09,2019,3,0
12,08,2019,7,5
12,07,2019,1,0
12,06,2019,4,9
12,05,2019,3,4
12,04,2019,0,9
12,03,2019,0,1
12,02,2019,9,6
12,01,2019,5,0
11,30,2019,4,3
11,29,2019,2,0
11,28,2019,4,0
11,27,2019,2,0
11,26,2019,2,7
11,25,2019,0,7
11,24,2019,8,9
11,23,2019,0,0
11,22,2019,5,0
11,21,2019,4,5
11,20,2019,2,6
11,19,2019,2,0
11,18,2019,2,1
11,17,2019,9,7
11,16,2019,1,8
11,15,2019,1,1
11,14,2019,1,1
11,13,2019,4,3
11,12,2019,8,3
11,11,2019,3,0
11,10,2019,4,5
11,09,2019,4,9
11,08,2019,5,4
11,07,2019,9,8
11,06,2019,8,4
11,05,2019,4,6
11,04,2019,2,0
11,03,2019,1,2
11,02,2019,8,1
11,01,2019,0,0
10,31,2019,3,8
10,30,2019,0,0
10,29,2019,5,9
10,28,2019,2,8
10,27,2019,2,6
10,26,2019,1,2
10,25,2019,1,1
10,24,2019,9,3
10,23,2019,9,5
10,22,2019,3,5
10,21,2019,3,7
10,20,2019,6,1
10,19,2019,0,9
10,18,2019,7,1
10,17,2019,4,9
10,16,2019,0,6
10,15,2019,9,6
10,14,2019,2,2
10,13,2019,9,9
10,12,2019,6,7
10,11,2019,5,1
10,10,2019,7,4
10,09,2019,0,9
10,08,2019,8,7
10,07,2019,0,5
10,06,2019,3,6
10,05,2019,7,0
10,04,2019,4,8
10,03,2019,1,4
10,02,2019,9,7
10,01,2019,2,2
9,30,2019,1,2
9,29,2019,8,9
9,28,2019,8,3
9,27,2019,5,3
9,26,2019,3,4
9,25,2019,0,1
9,24,2019,0,7
9,23,2019,5,9
9,22,2019,8,0
9,21,2019,0,4
9,20,2019,4,9
9,19,2019,6,1
9,18,2019,6,8
9,17,2019,3,8
9,16,2019,2,6
9,15,2019,3,5
9,14,2019,1,8
9,13,2019,6,9
9,12,2019,9,8
9,11,2019,8,2
9,10,2019,3,9
9,09,2019,9,3
9,08,2019,0,9
9,07,2019,7,8
9,06,2019,3,0
9,05,2019,4,4
9,04,2019,6,1
9,03,2019,4,9
9,02,2019,7,0
9,01,2019,1,1
8,31,2019,9,8
8,30,2019,5,3
8,29,2019,1,6
8,28,2019,8,5
8,27,2019,3,7
8,26,2019,9,2
8,25,2019,0,8
8,24,2019,8,5
8,23,2019,6,8
8,22,2019,5,0
8,21,2019,2,0
8,20,2019,1,3
8,19,2019,7,8
8,18,2019,3,4
8,17,2019,7,3
8,16,2019,6,7
8,15,2019,2,1
8,14,2019,6,3
8,13,2019,2,6
8,12,2019,3,5
